ID:9946 SKID:K1122+340  timeStamp:2025-03-28 08:08:24:557
ID:9946 SKID:K1122+250  timeStamp:2025-03-28 08:08:35:551
ID:9946 SKID:K1122+248.5  timeStamp:2025-03-28 08:08:35:725
ID:9946 SKID:K1122+247  timeStamp:2025-03-28 08:08:35:909
ID:9946 SKID:K1122+245.5  timeStamp:2025-03-28 08:08:36:102
ID:9946 SKID:K1122+244  timeStamp:2025-03-28 08:08:36:291
ID:9946 SKID:K1122+242  timeStamp:2025-03-28 08:08:36:473
ID:9946 SKID:K1122+240.5  timeStamp:2025-03-28 08:08:36:658
ID:9946 SKID:K1122+239  timeStamp:2025-03-28 08:08:36:843
ID:9946 SKID:K1122+237.5  timeStamp:2025-03-28 08:08:37:27
ID:9946 SKID:K1122+236  timeStamp:2025-03-28 08:08:37:206
ID:9946 SKID:K1122+234  timeStamp:2025-03-28 08:08:37:389
ID:9946 SKID:K1122+232.5  timeStamp:2025-03-28 08:08:37:578
ID:9946 SKID:K1122+231  timeStamp:2025-03-28 08:08:37:754
ID:9946 SKID:K1122+229.5  timeStamp:2025-03-28 08:08:37:940
ID:9946 SKID:K1122+228  timeStamp:2025-03-28 08:08:38:122
ID:9946 SKID:K1122+226.5  timeStamp:2025-03-28 08:08:38:299
ID:9946 SKID:K1122+225  timeStamp:2025-03-28 08:08:38:473
ID:9946 SKID:K1122+223  timeStamp:2025-03-28 08:08:38:649
ID:9946 SKID:K1122+221.5  timeStamp:2025-03-28 08:08:38:829
ID:9946 SKID:K1122+220.5  timeStamp:2025-03-28 08:08:39:12
ID:9946 SKID:K1122+218.5  timeStamp:2025-03-28 08:08:39:199
ID:9946 SKID:K1122+217  timeStamp:2025-03-28 08:08:39:380
ID:9946 SKID:K1122+215.5  timeStamp:2025-03-28 08:08:39:559
ID:9946 SKID:K1122+214  timeStamp:2025-03-28 08:08:39:743
ID:9946 SKID:K1122+212  timeStamp:2025-03-28 08:08:39:926
ID:9946 SKID:K1122+210.5  timeStamp:2025-03-28 08:08:40:115
ID:9946 SKID:K1122+209  timeStamp:2025-03-28 08:08:40:296
ID:9946 SKID:K1122+207.5  timeStamp:2025-03-28 08:08:40:475
ID:9946 SKID:K1122+205.5  timeStamp:2025-03-28 08:08:40:647
ID:9946 SKID:K1122+204  timeStamp:2025-03-28 08:08:40:822
ID:9946 SKID:K1122+202.5  timeStamp:2025-03-28 08:08:40:997
ID:9946 SKID:K1122+201  timeStamp:2025-03-28 08:08:41:177
ID:9946 SKID:K1122+199.5  timeStamp:2025-03-28 08:08:41:376
ID:9946 SKID:K1122+198  timeStamp:2025-03-28 08:08:41:552
ID:9946 SKID:K1122+196.5  timeStamp:2025-03-28 08:08:41:716
ID:9946 SKID:K1122+194.5  timeStamp:2025-03-28 08:08:41:876
ID:9946 SKID:K1122+193  timeStamp:2025-03-28 08:08:42:47
ID:9946 SKID:K1122+191.5  timeStamp:2025-03-28 08:08:42:221
ID:9946 SKID:K1122+190  timeStamp:2025-03-28 08:08:42:381
ID:9946 SKID:K1122+188  timeStamp:2025-03-28 08:08:42:542
ID:9946 SKID:K1122+187  timeStamp:2025-03-28 08:08:42:702
ID:9946 SKID:K1122+185  timeStamp:2025-03-28 08:08:43:161
ID:9946 SKID:K1122+183.5  timeStamp:2025-03-28 08:08:43:396
ID:9946 SKID:K1122+182  timeStamp:2025-03-28 08:08:43:565
ID:9946 SKID:K1122+180  timeStamp:2025-03-28 08:08:43:732
ID:9946 SKID:K1122+179  timeStamp:2025-03-28 08:08:43:902
ID:9946 SKID:K1122+177  timeStamp:2025-03-28 08:08:44:80
ID:9946 SKID:K1122+175.5  timeStamp:2025-03-28 08:08:44:251
ID:9946 SKID:K1122+174  timeStamp:2025-03-28 08:08:44:423
ID:9946 SKID:K1122+173  timeStamp:2025-03-28 08:08:44:596
ID:9946 SKID:K1122+171  timeStamp:2025-03-28 08:08:44:768
ID:9946 SKID:K1122+169  timeStamp:2025-03-28 08:08:44:943
ID:9946 SKID:K1122+167.5  timeStamp:2025-03-28 08:08:45:121
ID:9946 SKID:K1122+166  timeStamp:2025-03-28 08:08:45:299
ID:9946 SKID:K1122+164.5  timeStamp:2025-03-28 08:08:45:472
ID:9946 SKID:K1122+163  timeStamp:2025-03-28 08:08:45:649
ID:9946 SKID:K1122+161.5  timeStamp:2025-03-28 08:08:45:819
ID:9946 SKID:K1122+160  timeStamp:2025-03-28 08:08:45:989
ID:9946 SKID:K1122+158.5  timeStamp:2025-03-28 08:08:46:163
ID:9946 SKID:K1122+156.5  timeStamp:2025-03-28 08:08:46:338
ID:9946 SKID:K1122+155  timeStamp:2025-03-28 08:08:46:511
ID:9946 SKID:K1122+153.5  timeStamp:2025-03-28 08:08:46:688
ID:9946 SKID:K1122+152  timeStamp:2025-03-28 08:08:46:870
ID:9946 SKID:K1122+150.5  timeStamp:2025-03-28 08:08:47:40
ID:9946 SKID:K1122+149  timeStamp:2025-03-28 08:08:47:213
ID:9946 SKID:K1122+147  timeStamp:2025-03-28 08:08:47:395
ID:9946 SKID:K1122+145.5  timeStamp:2025-03-28 08:08:47:562
ID:9946 SKID:K1122+144  timeStamp:2025-03-28 08:08:47:734
ID:9946 SKID:K1122+142  timeStamp:2025-03-28 08:08:47:902
ID:9946 SKID:K1122+140.5  timeStamp:2025-03-28 08:08:48:87
ID:9946 SKID:K1122+139  timeStamp:2025-03-28 08:08:48:274
ID:9946 SKID:K1122+137.5  timeStamp:2025-03-28 08:08:48:464
ID:9946 SKID:K1122+136  timeStamp:2025-03-28 08:08:48:646
ID:9946 SKID:K1122+134  timeStamp:2025-03-28 08:08:48:838
ID:9946 SKID:K1122+132.5  timeStamp:2025-03-28 08:08:49:06
ID:9946 SKID:K1122+131.5  timeStamp:2025-03-28 08:08:49:176
ID:9946 SKID:K1122+129.5  timeStamp:2025-03-28 08:08:49:356
ID:9946 SKID:K1122+128  timeStamp:2025-03-28 08:08:49:521
ID:9946 SKID:K1122+126.5  timeStamp:2025-03-28 08:08:49:697
ID:9946 SKID:K1122+125  timeStamp:2025-03-28 08:08:49:867
ID:9946 SKID:K1122+123.5  timeStamp:2025-03-28 08:08:50:47
ID:9946 SKID:K1122+121.5  timeStamp:2025-03-28 08:08:50:217
ID:9946 SKID:K1122+120  timeStamp:2025-03-28 08:08:50:393
ID:9946 SKID:K1122+118.5  timeStamp:2025-03-28 08:08:50:575
ID:9946 SKID:K1122+117  timeStamp:2025-03-28 08:08:50:746
ID:9946 SKID:K1122+115  timeStamp:2025-03-28 08:08:51:201
ID:9946 SKID:K1122+113.5  timeStamp:2025-03-28 08:08:51:447
ID:9946 SKID:K1122+112  timeStamp:2025-03-28 08:08:51:618
ID:9946 SKID:K1122+110.5  timeStamp:2025-03-28 08:08:51:786
ID:9946 SKID:K1122+109  timeStamp:2025-03-28 08:08:51:952
ID:9946 SKID:K1122+107.5  timeStamp:2025-03-28 08:08:52:123
ID:9946 SKID:K1122+105.5  timeStamp:2025-03-28 08:08:52:290
ID:9946 SKID:K1122+104.5  timeStamp:2025-03-28 08:08:52:462
ID:9946 SKID:K1122+103  timeStamp:2025-03-28 08:08:52:639
ID:9946 SKID:K1122+101  timeStamp:2025-03-28 08:08:52:820
ID:9946 SKID:K1122+99.5  timeStamp:2025-03-28 08:08:53:01
ID:9946 SKID:K1122+98  timeStamp:2025-03-28 08:08:53:190
ID:9946 SKID:K1122+96.5  timeStamp:2025-03-28 08:08:53:372
ID:9946 SKID:K1122+95  timeStamp:2025-03-28 08:08:53:550
ID:9946 SKID:K1122+93.5  timeStamp:2025-03-28 08:08:53:736
ID:9946 SKID:K1122+92  timeStamp:2025-03-28 08:08:53:928
ID:9946 SKID:K1122+90  timeStamp:2025-03-28 08:08:54:113
ID:9946 SKID:K1122+88.5  timeStamp:2025-03-28 08:08:54:293
ID:9946 SKID:K1122+87  timeStamp:2025-03-28 08:08:54:482
ID:9946 SKID:K1122+85.5  timeStamp:2025-03-28 08:08:54:667
ID:9946 SKID:K1122+84  timeStamp:2025-03-28 08:08:54:854
ID:9946 SKID:K1122+82.5  timeStamp:2025-03-28 08:08:55:38
ID:9946 SKID:K1122+80.5  timeStamp:2025-03-28 08:08:55:219
ID:9946 SKID:K1122+79  timeStamp:2025-03-28 08:08:55:410
ID:9946 SKID:K1122+77.5  timeStamp:2025-03-28 08:08:55:591
ID:9946 SKID:K1122+76  timeStamp:2025-03-28 08:08:55:775
ID:9946 SKID:K1122+74.5  timeStamp:2025-03-28 08:08:55:959
ID:9946 SKID:K1122+73  timeStamp:2025-03-28 08:08:56:142
ID:9946 SKID:K1122+71  timeStamp:2025-03-28 08:08:56:321
ID:9946 SKID:K1122+69.5  timeStamp:2025-03-28 08:08:56:514
ID:9946 SKID:K1122+68  timeStamp:2025-03-28 08:08:56:696
ID:9946 SKID:K1122+66.5  timeStamp:2025-03-28 08:08:56:875
ID:9946 SKID:K1122+65  timeStamp:2025-03-28 08:08:57:77
ID:9946 SKID:K1122+63.5  timeStamp:2025-03-28 08:08:57:262
ID:9946 SKID:K1122+61.5  timeStamp:2025-03-28 08:08:57:447
ID:9946 SKID:K1122+60.5  timeStamp:2025-03-28 08:08:57:637
ID:9946 SKID:K1122+58.5  timeStamp:2025-03-28 08:08:57:820
ID:9946 SKID:K1122+57  timeStamp:2025-03-28 08:08:57:999
ID:9946 SKID:K1122+55.5  timeStamp:2025-03-28 08:08:58:178
ID:9946 SKID:K1122+53.5  timeStamp:2025-03-28 08:08:58:357
ID:9946 SKID:K1122+52  timeStamp:2025-03-28 08:08:58:540
ID:9946 SKID:K1122+50.5  timeStamp:2025-03-28 08:08:58:723
ID:9946 SKID:K1122+49  timeStamp:2025-03-28 08:08:58:898
ID:9946 SKID:K1122+47.5  timeStamp:2025-03-28 08:08:59:359
ID:9946 SKID:K1122+46  timeStamp:2025-03-28 08:08:59:624
ID:9946 SKID:K1122+44.5  timeStamp:2025-03-28 08:08:59:804
ID:9946 SKID:K1122+42.5  timeStamp:2025-03-28 08:08:59:989
ID:9946 SKID:K1122+41  timeStamp:2025-03-28 08:09:00:168
ID:9946 SKID:K1122+39.5  timeStamp:2025-03-28 08:09:00:345
ID:9946 SKID:K1122+38  timeStamp:2025-03-28 08:09:00:528
ID:9946 SKID:K1122+36.5  timeStamp:2025-03-28 08:09:00:700
ID:9946 SKID:K1122+34.5  timeStamp:2025-03-28 08:09:00:876
ID:9946 SKID:K1122+33  timeStamp:2025-03-28 08:09:01:50
ID:9946 SKID:K1122+31.5  timeStamp:2025-03-28 08:09:01:226
ID:9946 SKID:K1122+30  timeStamp:2025-03-28 08:09:01:410
ID:9946 SKID:K1122+28.5  timeStamp:2025-03-28 08:09:01:587
ID:9946 SKID:K1122+26.5  timeStamp:2025-03-28 08:09:01:764
ID:9946 SKID:K1122+25  timeStamp:2025-03-28 08:09:01:967
ID:9946 SKID:K1122+23.5  timeStamp:2025-03-28 08:09:02:144
ID:9946 SKID:K1122+22  timeStamp:2025-03-28 08:09:02:330
ID:9946 SKID:K1122+20.5  timeStamp:2025-03-28 08:09:02:506
ID:9946 SKID:K1122+19  timeStamp:2025-03-28 08:09:02:693
ID:9946 SKID:K1122+17  timeStamp:2025-03-28 08:09:02:872
ID:9946 SKID:K1122+15.5  timeStamp:2025-03-28 08:09:03:57
ID:9946 SKID:K1122+14  timeStamp:2025-03-28 08:09:03:240
ID:9946 SKID:K1122+13  timeStamp:2025-03-28 08:09:03:417
ID:9946 SKID:K1122+11  timeStamp:2025-03-28 08:09:03:599
ID:9946 SKID:K1122+9.5  timeStamp:2025-03-28 08:09:03:776
ID:9946 SKID:K1122+8  timeStamp:2025-03-28 08:09:03:963
ID:9946 SKID:K1122+6.5  timeStamp:2025-03-28 08:09:04:145
ID:9946 SKID:K1122+4.5  timeStamp:2025-03-28 08:09:04:327
ID:9946 SKID:K1122+3  timeStamp:2025-03-28 08:09:04:511
ID:9946 SKID:K1122+1.5  timeStamp:2025-03-28 08:09:04:695
ID:9946 SKID:K1122+0  timeStamp:2025-03-28 08:09:04:891
ID:9946 SKID:K1122+998.5  timeStamp:2025-03-28 08:09:05:73
ID:9946 SKID:K1122+997  timeStamp:2025-03-28 08:09:05:249
ID:9946 SKID:K1122+995.5  timeStamp:2025-03-28 08:09:05:430
ID:9946 SKID:K1122+993.5  timeStamp:2025-03-28 08:09:05:618
ID:9946 SKID:K1122+992  timeStamp:2025-03-28 08:09:05:802
ID:9946 SKID:K1122+989  timeStamp:2025-03-28 08:09:06:163
ID:9946 SKID:K1122+990.5  timeStamp:2025-03-28 08:09:05:989
ID:9946 SKID:K1122+987  timeStamp:2025-03-28 08:09:06:331
ID:9946 SKID:K1122+985.5  timeStamp:2025-03-28 08:09:06:499
ID:9946 SKID:K1122+984  timeStamp:2025-03-28 08:09:06:672
ID:9946 SKID:K1122+982.5  timeStamp:2025-03-28 08:09:06:850
ID:9946 SKID:K1122+981  timeStamp:2025-03-28 08:09:07:31
ID:9946 SKID:K1122+979.5  timeStamp:2025-03-28 08:09:07:205
ID:9946 SKID:K1122+977.5  timeStamp:2025-03-28 08:09:07:679
ID:9946 SKID:K1122+976  timeStamp:2025-03-28 08:09:07:916
ID:9946 SKID:K1122+974.5  timeStamp:2025-03-28 08:09:08:86
ID:9946 SKID:K1122+973  timeStamp:2025-03-28 08:09:08:254
ID:9946 SKID:K1122+971.5  timeStamp:2025-03-28 08:09:08:421
ID:9946 SKID:K1122+970  timeStamp:2025-03-28 08:09:08:591
ID:9946 SKID:K1122+968.5  timeStamp:2025-03-28 08:09:08:764
ID:9946 SKID:K1122+966.5  timeStamp:2025-03-28 08:09:08:938
ID:9946 SKID:K1122+965.5  timeStamp:2025-03-28 08:09:09:107
ID:9946 SKID:K1122+963.5  timeStamp:2025-03-28 08:09:09:294
ID:9946 SKID:K1122+962  timeStamp:2025-03-28 08:09:09:468
ID:9946 SKID:K1122+960  timeStamp:2025-03-28 08:09:09:637
ID:9946 SKID:K1122+959  timeStamp:2025-03-28 08:09:09:814
ID:9946 SKID:K1122+957  timeStamp:2025-03-28 08:09:09:986
ID:9946 SKID:K1122+955.5  timeStamp:2025-03-28 08:09:10:155
ID:9946 SKID:K1122+954  timeStamp:2025-03-28 08:09:10:324
ID:9946 SKID:K1122+952.5  timeStamp:2025-03-28 08:09:10:502
ID:9946 SKID:K1122+950.5  timeStamp:2025-03-28 08:09:10:675
ID:9946 SKID:K1122+949  timeStamp:2025-03-28 08:09:10:852
ID:9946 SKID:K1122+948  timeStamp:2025-03-28 08:09:11:34
ID:9946 SKID:K1122+946  timeStamp:2025-03-28 08:09:11:206
ID:9946 SKID:K1122+944.5  timeStamp:2025-03-28 08:09:11:374
ID:9946 SKID:K1122+943  timeStamp:2025-03-28 08:09:11:545
ID:9946 SKID:K1122+941  timeStamp:2025-03-28 08:09:11:712
ID:9946 SKID:K1122+939.5  timeStamp:2025-03-28 08:09:11:883
ID:9946 SKID:K1122+938  timeStamp:2025-03-28 08:09:12:51
ID:9946 SKID:K1122+936.5  timeStamp:2025-03-28 08:09:12:222
ID:9946 SKID:K1122+935  timeStamp:2025-03-28 08:09:12:392
ID:9946 SKID:K1122+933.5  timeStamp:2025-03-28 08:09:12:561
ID:9946 SKID:K1122+932  timeStamp:2025-03-28 08:09:12:728
ID:9946 SKID:K1122+930  timeStamp:2025-03-28 08:09:12:894
ID:9946 SKID:K1122+928.5  timeStamp:2025-03-28 08:09:13:61
ID:9946 SKID:K1122+927  timeStamp:2025-03-28 08:09:13:226
ID:9946 SKID:K1122+925.5  timeStamp:2025-03-28 08:09:13:398
ID:9946 SKID:K1122+924  timeStamp:2025-03-28 08:09:13:561
ID:9946 SKID:K1122+922.5  timeStamp:2025-03-28 08:09:13:721
ID:9946 SKID:K1122+920.5  timeStamp:2025-03-28 08:09:13:886
ID:9946 SKID:K1122+919  timeStamp:2025-03-28 08:09:14:51
ID:9946 SKID:K1122+917.5  timeStamp:2025-03-28 08:09:14:218
ID:9946 SKID:K1122+916  timeStamp:2025-03-28 08:09:14:378
ID:9946 SKID:K1122+914.5  timeStamp:2025-03-28 08:09:14:537
ID:9946 SKID:K1122+912.5  timeStamp:2025-03-28 08:09:14:693
ID:9946 SKID:K1122+911  timeStamp:2025-03-28 08:09:14:857
ID:9946 SKID:K1122+909.5  timeStamp:2025-03-28 08:09:15:16
ID:9946 SKID:K1122+908  timeStamp:2025-03-28 08:09:15:459
ID:9946 SKID:K1122+906.5  timeStamp:2025-03-28 08:09:15:691
ID:9946 SKID:K1122+904.5  timeStamp:2025-03-28 08:09:15:864
ID:9946 SKID:K1122+903  timeStamp:2025-03-28 08:09:16:31
ID:9946 SKID:K1122+901.5  timeStamp:2025-03-28 08:09:16:195
ID:9946 SKID:K1122+900.5  timeStamp:2025-03-28 08:09:16:358
ID:9946 SKID:K1122+898.5  timeStamp:2025-03-28 08:09:16:519
ID:9946 SKID:K1122+896.5  timeStamp:2025-03-28 08:09:16:689
ID:9946 SKID:K1122+895.5  timeStamp:2025-03-28 08:09:16:871
ID:9946 SKID:K1122+893.5  timeStamp:2025-03-28 08:09:17:34
ID:9946 SKID:K1122+892  timeStamp:2025-03-28 08:09:17:192
ID:9946 SKID:K1122+890.5  timeStamp:2025-03-28 08:09:17:351
ID:9946 SKID:K1122+889  timeStamp:2025-03-28 08:09:17:509
ID:9946 SKID:K1122+887.5  timeStamp:2025-03-28 08:09:17:668
ID:9946 SKID:K1122+885.5  timeStamp:2025-03-28 08:09:17:842
ID:9946 SKID:K1122+884  timeStamp:2025-03-28 08:09:18:08
ID:9946 SKID:K1122+882.5  timeStamp:2025-03-28 08:09:18:169
ID:9946 SKID:K1122+881  timeStamp:2025-03-28 08:09:18:335
ID:9946 SKID:K1122+879.5  timeStamp:2025-03-28 08:09:18:491
ID:9946 SKID:K1122+878  timeStamp:2025-03-28 08:09:18:653
ID:9946 SKID:K1122+876.5  timeStamp:2025-03-28 08:09:18:819
ID:9946 SKID:K1122+875  timeStamp:2025-03-28 08:09:18:991
ID:9946 SKID:K1122+873.5  timeStamp:2025-03-28 08:09:19:151
ID:9946 SKID:K1122+872  timeStamp:2025-03-28 08:09:19:323
ID:9946 SKID:K1122+870.5  timeStamp:2025-03-28 08:09:19:484
ID:9946 SKID:K1122+868.5  timeStamp:2025-03-28 08:09:19:646
ID:9946 SKID:K1122+867  timeStamp:2025-03-28 08:09:19:805
ID:9946 SKID:K1122+865.5  timeStamp:2025-03-28 08:09:19:970
ID:9946 SKID:K1122+864  timeStamp:2025-03-28 08:09:20:130
ID:9946 SKID:K1122+862  timeStamp:2025-03-28 08:09:20:290
ID:9946 SKID:K1122+860.5  timeStamp:2025-03-28 08:09:20:449
ID:9946 SKID:K1122+859  timeStamp:2025-03-28 08:09:20:602
ID:9946 SKID:K1122+857.5  timeStamp:2025-03-28 08:09:20:751
ID:9946 SKID:K1122+856  timeStamp:2025-03-28 08:09:20:905
ID:9946 SKID:K1122+854  timeStamp:2025-03-28 08:09:21:61
ID:9946 SKID:K1122+853  timeStamp:2025-03-28 08:09:21:216
ID:9946 SKID:K1122+851  timeStamp:2025-03-28 08:09:21:367
ID:9946 SKID:K1122+849.5  timeStamp:2025-03-28 08:09:21:519
ID:9946 SKID:K1122+848  timeStamp:2025-03-28 08:09:21:670
ID:9946 SKID:K1122+846.5  timeStamp:2025-03-28 08:09:21:816
ID:9946 SKID:K1122+844.5  timeStamp:2025-03-28 08:09:21:972
ID:9946 SKID:K1122+843  timeStamp:2025-03-28 08:09:22:120
ID:9946 SKID:K1122+841.5  timeStamp:2025-03-28 08:09:22:273
ID:9946 SKID:K1122+840  timeStamp:2025-03-28 08:09:22:434
ID:9946 SKID:K1122+838.5  timeStamp:2025-03-28 08:09:22:588
ID:9946 SKID:K1122+837  timeStamp:2025-03-28 08:09:22:990
ID:9946 SKID:K1122+835  timeStamp:2025-03-28 08:09:23:238
ID:9946 SKID:K1122+833.5  timeStamp:2025-03-28 08:09:23:398
ID:9946 SKID:K1122+832  timeStamp:2025-03-28 08:09:23:556
ID:9946 SKID:K1122+830.5  timeStamp:2025-03-28 08:09:23:716
ID:9946 SKID:K1122+829.5  timeStamp:2025-03-28 08:09:23:875
ID:9946 SKID:K1122+827.5  timeStamp:2025-03-28 08:09:24:39
ID:9946 SKID:K1122+825.5  timeStamp:2025-03-28 08:09:24:197
ID:9946 SKID:K1122+824  timeStamp:2025-03-28 08:09:24:352
ID:9946 SKID:K1122+822.5  timeStamp:2025-03-28 08:09:24:509
ID:9946 SKID:K1122+821  timeStamp:2025-03-28 08:09:24:677
ID:9946 SKID:K1122+819.5  timeStamp:2025-03-28 08:09:24:832
ID:9946 SKID:K1122+818  timeStamp:2025-03-28 08:09:24:995
ID:9946 SKID:K1122+816.5  timeStamp:2025-03-28 08:09:25:150
ID:9946 SKID:K1122+814.5  timeStamp:2025-03-28 08:09:25:307
ID:9946 SKID:K1122+813  timeStamp:2025-03-28 08:09:25:468
ID:9946 SKID:K1122+811.5  timeStamp:2025-03-28 08:09:25:626
ID:9946 SKID:K1122+810  timeStamp:2025-03-28 08:09:25:779
ID:9946 SKID:K1122+808  timeStamp:2025-03-28 08:09:25:935
ID:9946 SKID:K1122+806.5  timeStamp:2025-03-28 08:09:26:93
ID:9946 SKID:K1122+805.5  timeStamp:2025-03-28 08:09:26:252
ID:9946 SKID:K1122+803.5  timeStamp:2025-03-28 08:09:26:407
ID:9946 SKID:K1122+802  timeStamp:2025-03-28 08:09:26:570
ID:9946 SKID:K1122+800.5  timeStamp:2025-03-28 08:09:26:735
ID:9946 SKID:K1122+799  timeStamp:2025-03-28 08:09:26:900
ID:9946 SKID:K1122+797  timeStamp:2025-03-28 08:09:27:60
ID:9946 SKID:K1122+795.5  timeStamp:2025-03-28 08:09:27:239
ID:9946 SKID:K1122+794  timeStamp:2025-03-28 08:09:27:416
ID:9946 SKID:K1122+792.5  timeStamp:2025-03-28 08:09:27:599
ID:9946 SKID:K1122+791  timeStamp:2025-03-28 08:09:27:783
ID:9946 SKID:K1122+789.5  timeStamp:2025-03-28 08:09:27:961
ID:9946 SKID:K1122+788  timeStamp:2025-03-28 08:09:28:145
ID:9946 SKID:K1122+786  timeStamp:2025-03-28 08:09:28:353
ID:9946 SKID:K1122+784.5  timeStamp:2025-03-28 08:09:28:556
ID:9946 SKID:K1122+783  timeStamp:2025-03-28 08:09:28:739
ID:9946 SKID:K1122+781.5  timeStamp:2025-03-28 08:09:28:918
ID:9946 SKID:K1122+780  timeStamp:2025-03-28 08:09:29:96
ID:9946 SKID:K1122+778.5  timeStamp:2025-03-28 08:09:29:270
ID:9946 SKID:K1122+776.5  timeStamp:2025-03-28 08:09:29:444
ID:9946 SKID:K1122+775  timeStamp:2025-03-28 08:09:29:617
ID:9946 SKID:K1122+773.5  timeStamp:2025-03-28 08:09:29:792
ID:9946 SKID:K1122+772  timeStamp:2025-03-28 08:09:29:974
ID:9946 SKID:K1122+770.5  timeStamp:2025-03-28 08:09:30:176
ID:9946 SKID:K1122+768.5  timeStamp:2025-03-28 08:09:30:354
ID:9946 SKID:K1122+767  timeStamp:2025-03-28 08:09:30:788
ID:9946 SKID:K1122+765.5  timeStamp:2025-03-28 08:09:31:39
ID:9946 SKID:K1122+764  timeStamp:2025-03-28 08:09:31:218
ID:9946 SKID:K1122+762.5  timeStamp:2025-03-28 08:09:31:402
ID:9946 SKID:K1122+761  timeStamp:2025-03-28 08:09:31:577
