ID:9888 SKID:K1124+922  timeStamp:2025-03-28 08:08:24:557
ID:9888 SKID:K1125+476  timeStamp:2025-03-28 08:09:31:759
ID:9888 SKID:K1125+478.5  timeStamp:2025-03-28 08:09:31:939
ID:9888 SKID:K1125+481.5  timeStamp:2025-03-28 08:09:32:121
ID:9888 SKID:K1125+484  timeStamp:2025-03-28 08:09:32:300
ID:9888 SKID:K1125+484  timeStamp:2025-03-28 08:09:32:477
ID:9888 SKID:K1125+486.5  timeStamp:2025-03-28 08:09:32:667
ID:9888 SKID:K1125+489  timeStamp:2025-03-28 08:09:32:843
ID:9888 SKID:K1125+491.5  timeStamp:2025-03-28 08:09:33:19
ID:9888 SKID:K1125+491.5  timeStamp:2025-03-28 08:09:33:200
ID:9888 SKID:K1125+494  timeStamp:2025-03-28 08:09:33:382
ID:9888 SKID:K1125+497  timeStamp:2025-03-28 08:09:33:558
ID:9888 SKID:K1125+499.5  timeStamp:2025-03-28 08:09:33:733
ID:9888 SKID:K1125+499.5  timeStamp:2025-03-28 08:09:33:914
ID:9888 SKID:K1125+502  timeStamp:2025-03-28 08:09:34:83
ID:9888 SKID:K1125+504.5  timeStamp:2025-03-28 08:09:34:258
ID:9888 SKID:K1125+507  timeStamp:2025-03-28 08:09:34:437
ID:9888 SKID:K1125+507  timeStamp:2025-03-28 08:09:34:619
ID:9888 SKID:K1125+509.5  timeStamp:2025-03-28 08:09:34:794
ID:9888 SKID:K1125+512.5  timeStamp:2025-03-28 08:09:34:970
ID:9888 SKID:K1125+515  timeStamp:2025-03-28 08:09:35:147
ID:9888 SKID:K1125+515  timeStamp:2025-03-28 08:09:35:322
ID:9888 SKID:K1125+517.5  timeStamp:2025-03-28 08:09:35:494
ID:9888 SKID:K1125+520  timeStamp:2025-03-28 08:09:35:663
ID:9888 SKID:K1125+522.5  timeStamp:2025-03-28 08:09:35:834
ID:9888 SKID:K1125+522.5  timeStamp:2025-03-28 08:09:36:16
ID:9888 SKID:K1125+525  timeStamp:2025-03-28 08:09:36:193
ID:9888 SKID:K1125+528  timeStamp:2025-03-28 08:09:36:370
ID:9888 SKID:K1125+530.5  timeStamp:2025-03-28 08:09:36:545
