ID:9890 SKID:K1124+248.5  timeStamp:2025-03-28 08:08:24:557
ID:9890 SKID:K1124+250  timeStamp:2025-03-28 08:08:24:745
ID:9890 SKID:K1124+251  timeStamp:2025-03-28 08:08:24:932
ID:9890 SKID:K1124+252.5  timeStamp:2025-03-28 08:08:25:110
ID:9890 SKID:K1124+254  timeStamp:2025-03-28 08:08:25:285
ID:9890 SKID:K1124+255.5  timeStamp:2025-03-28 08:08:25:464
ID:9890 SKID:K1124+256.5  timeStamp:2025-03-28 08:08:25:643
ID:9890 SKID:K1124+258  timeStamp:2025-03-28 08:08:25:832
ID:9890 SKID:K1124+259.5  timeStamp:2025-03-28 08:08:26:12
ID:9890 SKID:K1124+261  timeStamp:2025-03-28 08:08:26:194
ID:9890 SKID:K1124+262  timeStamp:2025-03-28 08:08:26:372
ID:9890 SKID:K1124+263.5  timeStamp:2025-03-28 08:08:26:871
ID:9890 SKID:K1124+265  timeStamp:2025-03-28 08:08:27:122
ID:9890 SKID:K1124+266.5  timeStamp:2025-03-28 08:08:27:300
ID:9890 SKID:K1124+267.5  timeStamp:2025-03-28 08:08:27:474
ID:9890 SKID:K1124+268.5  timeStamp:2025-03-28 08:08:27:651
ID:9890 SKID:K1124+270.5  timeStamp:2025-03-28 08:08:27:829
ID:9890 SKID:K1124+272  timeStamp:2025-03-28 08:08:28:20
ID:9890 SKID:K1124+273  timeStamp:2025-03-28 08:08:28:194
ID:9890 SKID:K1124+274.5  timeStamp:2025-03-28 08:08:28:373
ID:9890 SKID:K1124+276  timeStamp:2025-03-28 08:08:28:552
ID:9890 SKID:K1124+277  timeStamp:2025-03-28 08:08:28:731
ID:9890 SKID:K1124+278.5  timeStamp:2025-03-28 08:08:28:914
ID:9890 SKID:K1124+280  timeStamp:2025-03-28 08:08:29:97
ID:9890 SKID:K1124+281.5  timeStamp:2025-03-28 08:08:29:276
ID:9890 SKID:K1124+283  timeStamp:2025-03-28 08:08:29:455
ID:9890 SKID:K1124+284.5  timeStamp:2025-03-28 08:08:29:635
ID:9890 SKID:K1124+285.5  timeStamp:2025-03-28 08:08:29:816
ID:9890 SKID:K1124+286.5  timeStamp:2025-03-28 08:08:29:998
ID:9890 SKID:K1124+288.5  timeStamp:2025-03-28 08:08:30:181
ID:9890 SKID:K1124+289.5  timeStamp:2025-03-28 08:08:30:363
ID:9890 SKID:K1124+291  timeStamp:2025-03-28 08:08:30:545
ID:9890 SKID:K1124+292.5  timeStamp:2025-03-28 08:08:30:730
ID:9890 SKID:K1124+293.5  timeStamp:2025-03-28 08:08:30:905
ID:9890 SKID:K1124+295  timeStamp:2025-03-28 08:08:31:77
ID:9890 SKID:K1124+296  timeStamp:2025-03-28 08:08:31:258
ID:9890 SKID:K1124+298  timeStamp:2025-03-28 08:08:31:431
ID:9890 SKID:K1124+299  timeStamp:2025-03-28 08:08:31:608
ID:9890 SKID:K1124+300.5  timeStamp:2025-03-28 08:08:31:787
ID:9890 SKID:K1124+302  timeStamp:2025-03-28 08:08:31:973
ID:9890 SKID:K1124+303  timeStamp:2025-03-28 08:08:32:164
ID:9890 SKID:K1124+304.5  timeStamp:2025-03-28 08:08:32:330
ID:9890 SKID:K1124+306  timeStamp:2025-03-28 08:08:32:494
ID:9890 SKID:K1124+307  timeStamp:2025-03-28 08:08:32:660
ID:9890 SKID:K1124+308.5  timeStamp:2025-03-28 08:08:32:827
ID:9890 SKID:K1124+310  timeStamp:2025-03-28 08:08:32:998
ID:9890 SKID:K1124+311.5  timeStamp:2025-03-28 08:08:33:167
ID:9890 SKID:K1124+313  timeStamp:2025-03-28 08:08:33:341
ID:9890 SKID:K1124+314  timeStamp:2025-03-28 08:08:33:505
ID:9890 SKID:K1124+315.5  timeStamp:2025-03-28 08:08:33:693
