ID:9950 SKID:K1122+486.5  timeStamp:2025-03-28 08:08:24:557
ID:9950 SKID:K1122+488  timeStamp:2025-03-28 08:08:24:745
ID:9950 SKID:K1122+489.5  timeStamp:2025-03-28 08:08:24:932
ID:9950 SKID:K1122+490.5  timeStamp:2025-03-28 08:08:25:110
ID:9950 SKID:K1122+492  timeStamp:2025-03-28 08:08:25:285
ID:9950 SKID:K1122+492.5  timeStamp:2025-03-28 08:08:25:464
ID:9950 SKID:K1122+494.5  timeStamp:2025-03-28 08:08:25:643
ID:9950 SKID:K1122+496  timeStamp:2025-03-28 08:08:25:832
ID:9950 SKID:K1122+497.5  timeStamp:2025-03-28 08:08:26:12
ID:9950 SKID:K1122+498.5  timeStamp:2025-03-28 08:08:26:194
ID:9950 SKID:K1122+500  timeStamp:2025-03-28 08:08:26:372
ID:9950 SKID:K1122+501.5  timeStamp:2025-03-28 08:08:26:871
ID:9950 SKID:K1122+502.5  timeStamp:2025-03-28 08:08:27:122
ID:9950 SKID:K1122+504  timeStamp:2025-03-28 08:08:27:300
ID:9950 SKID:K1122+505.5  timeStamp:2025-03-28 08:08:27:474
ID:9950 SKID:K1122+507  timeStamp:2025-03-28 08:08:27:651
ID:9950 SKID:K1122+507.5  timeStamp:2025-03-28 08:08:27:829
ID:9950 SKID:K1122+509.5  timeStamp:2025-03-28 08:08:28:20
ID:9950 SKID:K1122+511  timeStamp:2025-03-28 08:08:28:194
ID:9950 SKID:K1122+512  timeStamp:2025-03-28 08:08:28:373
ID:9950 SKID:K1122+513.5  timeStamp:2025-03-28 08:08:28:552
ID:9950 SKID:K1122+514.5  timeStamp:2025-03-28 08:08:28:731
ID:9950 SKID:K1122+516  timeStamp:2025-03-28 08:08:28:914
ID:9950 SKID:K1122+517.5  timeStamp:2025-03-28 08:08:29:97
ID:9950 SKID:K1122+519  timeStamp:2025-03-28 08:08:29:276
ID:9950 SKID:K1122+520.5  timeStamp:2025-03-28 08:08:29:455
ID:9950 SKID:K1122+521.5  timeStamp:2025-03-28 08:08:29:635
ID:9950 SKID:K1122+522  timeStamp:2025-03-28 08:08:29:816
ID:9950 SKID:K1122+524.5  timeStamp:2025-03-28 08:08:29:998
ID:9950 SKID:K1122+525.5  timeStamp:2025-03-28 08:08:30:181
ID:9950 SKID:K1122+527  timeStamp:2025-03-28 08:08:30:363
ID:9950 SKID:K1122+528.5  timeStamp:2025-03-28 08:08:30:545
ID:9950 SKID:K1122+529  timeStamp:2025-03-28 08:08:30:730
ID:9950 SKID:K1122+531  timeStamp:2025-03-28 08:08:30:905
ID:9950 SKID:K1122+532.5  timeStamp:2025-03-28 08:08:31:77
ID:9950 SKID:K1122+533.5  timeStamp:2025-03-28 08:08:31:258
ID:9950 SKID:K1122+535  timeStamp:2025-03-28 08:08:31:431
ID:9950 SKID:K1122+536.5  timeStamp:2025-03-28 08:08:31:608
ID:9950 SKID:K1122+538  timeStamp:2025-03-28 08:08:31:787
ID:9950 SKID:K1122+539  timeStamp:2025-03-28 08:08:31:973
ID:9950 SKID:K1122+540.5  timeStamp:2025-03-28 08:08:32:164
ID:9950 SKID:K1122+542  timeStamp:2025-03-28 08:08:32:330
ID:9950 SKID:K1122+543  timeStamp:2025-03-28 08:08:32:494
ID:9950 SKID:K1122+544  timeStamp:2025-03-28 08:08:32:660
ID:9950 SKID:K1122+546  timeStamp:2025-03-28 08:08:32:827
ID:9950 SKID:K1122+547  timeStamp:2025-03-28 08:08:32:998
