ID:9971 SKID:K1123+370.5  timeStamp:2025-03-28 08:08:52:462
ID:9971 SKID:K1123+369  timeStamp:2025-03-28 08:08:52:639
ID:9971 SKID:K1123+368  timeStamp:2025-03-28 08:08:52:820
ID:9971 SKID:K1123+366  timeStamp:2025-03-28 08:08:53:01
ID:9971 SKID:K1123+364.5  timeStamp:2025-03-28 08:08:53:190
ID:9971 SKID:K1123+363  timeStamp:2025-03-28 08:08:53:372
ID:9971 SKID:K1123+361.5  timeStamp:2025-03-28 08:08:53:550
ID:9971 SKID:K1123+360  timeStamp:2025-03-28 08:08:53:736
ID:9971 SKID:K1123+358.5  timeStamp:2025-03-28 08:08:53:928
ID:9971 SKID:K1123+357  timeStamp:2025-03-28 08:08:54:113
ID:9971 SKID:K1123+355.5  timeStamp:2025-03-28 08:08:54:293
ID:9971 SKID:K1123+354.5  timeStamp:2025-03-28 08:08:54:482
ID:9971 SKID:K1123+352.5  timeStamp:2025-03-28 08:08:54:667
ID:9971 SKID:K1123+351  timeStamp:2025-03-28 08:08:54:854
ID:9971 SKID:K1123+349.5  timeStamp:2025-03-28 08:08:55:38
ID:9971 SKID:K1123+348  timeStamp:2025-03-28 08:08:55:219
ID:9971 SKID:K1123+346.5  timeStamp:2025-03-28 08:08:55:410
ID:9971 SKID:K1123+345  timeStamp:2025-03-28 08:08:55:591
ID:9971 SKID:K1123+343.5  timeStamp:2025-03-28 08:08:55:775
ID:9971 SKID:K1123+342  timeStamp:2025-03-28 08:08:55:959
ID:9971 SKID:K1123+341  timeStamp:2025-03-28 08:08:56:142
ID:9971 SKID:K1123+339  timeStamp:2025-03-28 08:08:56:321
ID:9971 SKID:K1123+337.5  timeStamp:2025-03-28 08:08:56:514
ID:9971 SKID:K1123+336  timeStamp:2025-03-28 08:08:56:696
ID:9971 SKID:K1123+334.5  timeStamp:2025-03-28 08:08:56:875
ID:9971 SKID:K1123+333  timeStamp:2025-03-28 08:08:57:77
ID:9971 SKID:K1123+331.5  timeStamp:2025-03-28 08:08:57:262
ID:9971 SKID:K1123+330  timeStamp:2025-03-28 08:08:57:447
ID:9971 SKID:K1123+328.5  timeStamp:2025-03-28 08:08:57:637
ID:9971 SKID:K1123+327.5  timeStamp:2025-03-28 08:08:57:820
ID:9971 SKID:K1123+325.5  timeStamp:2025-03-28 08:08:57:999
ID:9971 SKID:K1123+324  timeStamp:2025-03-28 08:08:58:178
ID:9971 SKID:K1123+322.5  timeStamp:2025-03-28 08:08:58:357
ID:9971 SKID:K1123+321  timeStamp:2025-03-28 08:08:58:540
ID:9971 SKID:K1123+319.5  timeStamp:2025-03-28 08:08:58:723
ID:9971 SKID:K1123+318  timeStamp:2025-03-28 08:08:58:898
ID:9971 SKID:K1123+316.5  timeStamp:2025-03-28 08:08:59:359
ID:9971 SKID:K1123+315  timeStamp:2025-03-28 08:08:59:624
ID:9971 SKID:K1123+314  timeStamp:2025-03-28 08:08:59:804
ID:9971 SKID:K1123+312  timeStamp:2025-03-28 08:08:59:989
ID:9971 SKID:K1123+310.5  timeStamp:2025-03-28 08:09:00:168
ID:9971 SKID:K1123+309  timeStamp:2025-03-28 08:09:00:345
ID:9971 SKID:K1123+307.5  timeStamp:2025-03-28 08:09:00:528
ID:9971 SKID:K1123+306.5  timeStamp:2025-03-28 08:09:00:700
ID:9971 SKID:K1123+304.5  timeStamp:2025-03-28 08:09:00:876
ID:9971 SKID:K1123+303  timeStamp:2025-03-28 08:09:01:50
ID:9971 SKID:K1123+301.5  timeStamp:2025-03-28 08:09:01:226
ID:9971 SKID:K1123+300.5  timeStamp:2025-03-28 08:09:01:410
ID:9971 SKID:K1123+298.5  timeStamp:2025-03-28 08:09:01:587
ID:9971 SKID:K1123+297.5  timeStamp:2025-03-28 08:09:01:764
ID:9971 SKID:K1123+296  timeStamp:2025-03-28 08:09:01:967
ID:9971 SKID:K1123+294.5  timeStamp:2025-03-28 08:09:02:144
ID:9971 SKID:K1123+294  timeStamp:2025-03-28 08:09:02:330
ID:9971 SKID:K1123+291.5  timeStamp:2025-03-28 08:09:02:506
ID:9971 SKID:K1123+290  timeStamp:2025-03-28 08:09:02:693
ID:9971 SKID:K1123+288.5  timeStamp:2025-03-28 08:09:02:872
ID:9971 SKID:K1123+287.5  timeStamp:2025-03-28 08:09:03:57
ID:9971 SKID:K1123+285.5  timeStamp:2025-03-28 08:09:03:240
ID:9971 SKID:K1123+284  timeStamp:2025-03-28 08:09:03:417
ID:9971 SKID:K1123+282.5  timeStamp:2025-03-28 08:09:03:599
ID:9971 SKID:K1123+281  timeStamp:2025-03-28 08:09:03:776
ID:9971 SKID:K1123+279.5  timeStamp:2025-03-28 08:09:03:963
ID:9971 SKID:K1123+278  timeStamp:2025-03-28 08:09:04:145
ID:9971 SKID:K1123+276.5  timeStamp:2025-03-28 08:09:04:327
ID:9971 SKID:K1123+275  timeStamp:2025-03-28 08:09:04:511
ID:9971 SKID:K1123+274  timeStamp:2025-03-28 08:09:04:695
ID:9971 SKID:K1123+272  timeStamp:2025-03-28 08:09:04:891
ID:9971 SKID:K1123+270.5  timeStamp:2025-03-28 08:09:05:73
ID:9971 SKID:K1123+269  timeStamp:2025-03-28 08:09:05:249
ID:9971 SKID:K1123+267.5  timeStamp:2025-03-28 08:09:05:430
ID:9971 SKID:K1123+267  timeStamp:2025-03-28 08:09:05:618
ID:9971 SKID:K1123+264.5  timeStamp:2025-03-28 08:09:05:802
ID:9971 SKID:K1123+261.5  timeStamp:2025-03-28 08:09:06:163
ID:9971 SKID:K1123+263  timeStamp:2025-03-28 08:09:05:989
ID:9971 SKID:K1123+260.5  timeStamp:2025-03-28 08:09:06:331
ID:9971 SKID:K1123+258.5  timeStamp:2025-03-28 08:09:06:499
ID:9971 SKID:K1123+257  timeStamp:2025-03-28 08:09:06:672
ID:9971 SKID:K1123+255.5  timeStamp:2025-03-28 08:09:06:850
ID:9971 SKID:K1123+254.5  timeStamp:2025-03-28 08:09:07:31
ID:9971 SKID:K1123+253.5  timeStamp:2025-03-28 08:09:07:205
ID:9971 SKID:K1123+251.5  timeStamp:2025-03-28 08:09:07:679
ID:9971 SKID:K1123+250  timeStamp:2025-03-28 08:09:07:916
ID:9971 SKID:K1123+248.5  timeStamp:2025-03-28 08:09:08:86
ID:9971 SKID:K1123+247  timeStamp:2025-03-28 08:09:08:254
ID:9971 SKID:K1123+245.5  timeStamp:2025-03-28 08:09:08:421
ID:9971 SKID:K1123+244  timeStamp:2025-03-28 08:09:08:591
ID:9971 SKID:K1123+242.5  timeStamp:2025-03-28 08:09:08:764
ID:9971 SKID:K1123+241  timeStamp:2025-03-28 08:09:08:938
ID:9971 SKID:K1123+240  timeStamp:2025-03-28 08:09:09:107
ID:9971 SKID:K1123+238  timeStamp:2025-03-28 08:09:09:294
ID:9971 SKID:K1123+236.5  timeStamp:2025-03-28 08:09:09:468
ID:9971 SKID:K1123+235  timeStamp:2025-03-28 08:09:09:637
ID:9971 SKID:K1123+233.5  timeStamp:2025-03-28 08:09:09:814
ID:9971 SKID:K1123+232  timeStamp:2025-03-28 08:09:09:986
ID:9971 SKID:K1123+230.5  timeStamp:2025-03-28 08:09:10:155
ID:9971 SKID:K1123+229  timeStamp:2025-03-28 08:09:10:324
ID:9971 SKID:K1123+227.5  timeStamp:2025-03-28 08:09:10:502
ID:9971 SKID:K1123+226  timeStamp:2025-03-28 08:09:10:675
ID:9971 SKID:K1123+224.5  timeStamp:2025-03-28 08:09:10:852
ID:9971 SKID:K1123+223  timeStamp:2025-03-28 08:09:11:34
ID:9971 SKID:K1123+221.5  timeStamp:2025-03-28 08:09:11:206
ID:9971 SKID:K1123+220  timeStamp:2025-03-28 08:09:11:374
ID:9971 SKID:K1123+218.5  timeStamp:2025-03-28 08:09:11:545
ID:9971 SKID:K1123+217  timeStamp:2025-03-28 08:09:11:712
ID:9971 SKID:K1123+215.5  timeStamp:2025-03-28 08:09:11:883
ID:9971 SKID:K1123+214  timeStamp:2025-03-28 08:09:12:51
ID:9971 SKID:K1123+212.5  timeStamp:2025-03-28 08:09:12:222
ID:9971 SKID:K1123+211  timeStamp:2025-03-28 08:09:12:392
ID:9971 SKID:K1123+209.5  timeStamp:2025-03-28 08:09:12:561
ID:9971 SKID:K1123+208  timeStamp:2025-03-28 08:09:12:728
ID:9971 SKID:K1123+206.5  timeStamp:2025-03-28 08:09:12:894
ID:9971 SKID:K1123+205  timeStamp:2025-03-28 08:09:13:61
ID:9971 SKID:K1123+203.5  timeStamp:2025-03-28 08:09:13:226
ID:9971 SKID:K1123+202  timeStamp:2025-03-28 08:09:13:398
ID:9971 SKID:K1123+200.5  timeStamp:2025-03-28 08:09:13:561
ID:9971 SKID:K1123+199  timeStamp:2025-03-28 08:09:13:721
ID:9971 SKID:K1123+197.5  timeStamp:2025-03-28 08:09:13:886
ID:9971 SKID:K1123+196  timeStamp:2025-03-28 08:09:14:51
ID:9971 SKID:K1123+194.5  timeStamp:2025-03-28 08:09:14:218
ID:9971 SKID:K1123+193  timeStamp:2025-03-28 08:09:14:378
ID:9971 SKID:K1123+191.5  timeStamp:2025-03-28 08:09:14:537
ID:9971 SKID:K1123+190  timeStamp:2025-03-28 08:09:14:693
ID:9971 SKID:K1123+188.5  timeStamp:2025-03-28 08:09:14:857
ID:9971 SKID:K1123+187  timeStamp:2025-03-28 08:09:15:16
ID:9971 SKID:K1123+185.5  timeStamp:2025-03-28 08:09:15:459
ID:9971 SKID:K1123+184  timeStamp:2025-03-28 08:09:15:691
ID:9971 SKID:K1123+182.5  timeStamp:2025-03-28 08:09:15:864
ID:9971 SKID:K1123+181  timeStamp:2025-03-28 08:09:16:31
ID:9971 SKID:K1123+179.5  timeStamp:2025-03-28 08:09:16:195
ID:9971 SKID:K1123+178  timeStamp:2025-03-28 08:09:16:358
ID:9971 SKID:K1123+176.5  timeStamp:2025-03-28 08:09:16:519
ID:9971 SKID:K1123+175  timeStamp:2025-03-28 08:09:16:689
ID:9971 SKID:K1123+173.5  timeStamp:2025-03-28 08:09:16:871
ID:9971 SKID:K1123+172  timeStamp:2025-03-28 08:09:17:34
ID:9971 SKID:K1123+170.5  timeStamp:2025-03-28 08:09:17:192
