ID:9940 SKID:K1122+14.5  timeStamp:2025-03-28 08:08:24:557
ID:9940 SKID:K1122+13  timeStamp:2025-03-28 08:08:24:745
ID:9940 SKID:K1122+11.5  timeStamp:2025-03-28 08:08:24:932
ID:9940 SKID:K1122+10  timeStamp:2025-03-28 08:08:25:110
ID:9940 SKID:K1122+8.5  timeStamp:2025-03-28 08:08:25:285
ID:9940 SKID:K1122+7  timeStamp:2025-03-28 08:08:25:464
ID:9940 SKID:K1122+5.5  timeStamp:2025-03-28 08:08:25:643
ID:9940 SKID:K1122+3.5  timeStamp:2025-03-28 08:08:25:832
ID:9940 SKID:K1122+2  timeStamp:2025-03-28 08:08:26:12
ID:9940 SKID:K1122+0.5  timeStamp:2025-03-28 08:08:26:194
ID:9940 SKID:K1122+999  timeStamp:2025-03-28 08:08:26:372
ID:9940 SKID:K1122+997.5  timeStamp:2025-03-28 08:08:26:871
ID:9940 SKID:K1122+995.5  timeStamp:2025-03-28 08:08:27:122
ID:9940 SKID:K1122+994  timeStamp:2025-03-28 08:08:27:300
ID:9940 SKID:K1122+992.5  timeStamp:2025-03-28 08:08:27:474
ID:9940 SKID:K1122+990.5  timeStamp:2025-03-28 08:08:27:651
ID:9940 SKID:K1122+989  timeStamp:2025-03-28 08:08:27:829
ID:9940 SKID:K1122+987.5  timeStamp:2025-03-28 08:08:28:20
ID:9940 SKID:K1122+986  timeStamp:2025-03-28 08:08:28:194
ID:9940 SKID:K1122+984.5  timeStamp:2025-03-28 08:08:28:373
ID:9940 SKID:K1122+983.5  timeStamp:2025-03-28 08:08:28:552
ID:9940 SKID:K1122+981.5  timeStamp:2025-03-28 08:08:28:731
ID:9940 SKID:K1122+979.5  timeStamp:2025-03-28 08:08:28:914
ID:9940 SKID:K1122+978  timeStamp:2025-03-28 08:08:29:97
ID:9940 SKID:K1122+976.5  timeStamp:2025-03-28 08:08:29:276
ID:9940 SKID:K1122+975  timeStamp:2025-03-28 08:08:29:455
ID:9940 SKID:K1122+973  timeStamp:2025-03-28 08:08:29:635
ID:9940 SKID:K1122+971.5  timeStamp:2025-03-28 08:08:29:816
ID:9940 SKID:K1122+970  timeStamp:2025-03-28 08:08:29:998
ID:9940 SKID:K1122+968.5  timeStamp:2025-03-28 08:08:30:181
ID:9940 SKID:K1122+967  timeStamp:2025-03-28 08:08:30:363
ID:9940 SKID:K1122+965.5  timeStamp:2025-03-28 08:08:30:545
ID:9940 SKID:K1122+964  timeStamp:2025-03-28 08:08:30:730
ID:9940 SKID:K1122+962  timeStamp:2025-03-28 08:08:30:905
ID:9940 SKID:K1122+960.5  timeStamp:2025-03-28 08:08:31:77
ID:9940 SKID:K1122+959.5  timeStamp:2025-03-28 08:08:31:258
ID:9940 SKID:K1122+957.5  timeStamp:2025-03-28 08:08:31:431
ID:9940 SKID:K1122+955.5  timeStamp:2025-03-28 08:08:31:608
ID:9940 SKID:K1122+954  timeStamp:2025-03-28 08:08:31:787
ID:9940 SKID:K1122+952.5  timeStamp:2025-03-28 08:08:31:973
ID:9940 SKID:K1122+951  timeStamp:2025-03-28 08:08:32:164
ID:9940 SKID:K1122+949.5  timeStamp:2025-03-28 08:08:32:330
ID:9940 SKID:K1122+948  timeStamp:2025-03-28 08:08:32:494
ID:9940 SKID:K1122+946.5  timeStamp:2025-03-28 08:08:32:660
ID:9940 SKID:K1122+944.5  timeStamp:2025-03-28 08:08:32:827
ID:9940 SKID:K1122+943  timeStamp:2025-03-28 08:08:32:998
ID:9940 SKID:K1122+941.5  timeStamp:2025-03-28 08:08:33:167
ID:9940 SKID:K1122+939.5  timeStamp:2025-03-28 08:08:33:341
ID:9940 SKID:K1122+938.5  timeStamp:2025-03-28 08:08:33:505
ID:9940 SKID:K1122+937  timeStamp:2025-03-28 08:08:33:693
ID:9940 SKID:K1122+935  timeStamp:2025-03-28 08:08:33:875
ID:9940 SKID:K1122+933.5  timeStamp:2025-03-28 08:08:34:54
ID:9940 SKID:K1122+932  timeStamp:2025-03-28 08:08:34:251
ID:9940 SKID:K1122+930.5  timeStamp:2025-03-28 08:08:34:431
ID:9940 SKID:K1122+929  timeStamp:2025-03-28 08:08:34:942
ID:9940 SKID:K1122+927  timeStamp:2025-03-28 08:08:35:200
ID:9940 SKID:K1122+925.5  timeStamp:2025-03-28 08:08:35:376
ID:9940 SKID:K1122+924  timeStamp:2025-03-28 08:08:35:551
ID:9940 SKID:K1122+922.5  timeStamp:2025-03-28 08:08:35:725
ID:9940 SKID:K1122+921  timeStamp:2025-03-28 08:08:35:909
ID:9940 SKID:K1122+919  timeStamp:2025-03-28 08:08:36:102
ID:9940 SKID:K1122+918  timeStamp:2025-03-28 08:08:36:291
ID:9940 SKID:K1122+916  timeStamp:2025-03-28 08:08:36:473
ID:9940 SKID:K1122+914.5  timeStamp:2025-03-28 08:08:36:658
ID:9940 SKID:K1122+912.5  timeStamp:2025-03-28 08:08:36:843
ID:9940 SKID:K1122+911  timeStamp:2025-03-28 08:08:37:27
ID:9940 SKID:K1122+909.5  timeStamp:2025-03-28 08:08:37:206
ID:9940 SKID:K1122+908  timeStamp:2025-03-28 08:08:37:389
ID:9940 SKID:K1122+906.5  timeStamp:2025-03-28 08:08:37:578
ID:9940 SKID:K1122+905  timeStamp:2025-03-28 08:08:37:754
ID:9940 SKID:K1122+903.5  timeStamp:2025-03-28 08:08:37:940
ID:9940 SKID:K1122+901.5  timeStamp:2025-03-28 08:08:38:122
ID:9940 SKID:K1122+900.5  timeStamp:2025-03-28 08:08:38:299
ID:9940 SKID:K1122+898.5  timeStamp:2025-03-28 08:08:38:473
ID:9940 SKID:K1122+897  timeStamp:2025-03-28 08:08:38:649
ID:9940 SKID:K1122+895.5  timeStamp:2025-03-28 08:08:38:829
ID:9940 SKID:K1122+894  timeStamp:2025-03-28 08:08:39:12
ID:9940 SKID:K1122+892.5  timeStamp:2025-03-28 08:08:39:199
ID:9940 SKID:K1122+890.5  timeStamp:2025-03-28 08:08:39:380
ID:9940 SKID:K1122+889  timeStamp:2025-03-28 08:08:39:559
ID:9940 SKID:K1122+887.5  timeStamp:2025-03-28 08:08:39:743
ID:9940 SKID:K1122+885.5  timeStamp:2025-03-28 08:08:39:926
ID:9940 SKID:K1122+884  timeStamp:2025-03-28 08:08:40:115
ID:9940 SKID:K1122+882.5  timeStamp:2025-03-28 08:08:40:296
ID:9940 SKID:K1122+881  timeStamp:2025-03-28 08:08:40:475
ID:9940 SKID:K1122+879.5  timeStamp:2025-03-28 08:08:40:647
ID:9940 SKID:K1122+877.5  timeStamp:2025-03-28 08:08:40:822
ID:9940 SKID:K1122+876.5  timeStamp:2025-03-28 08:08:40:997
ID:9940 SKID:K1122+874.5  timeStamp:2025-03-28 08:08:41:177
ID:9940 SKID:K1122+873  timeStamp:2025-03-28 08:08:41:376
ID:9940 SKID:K1122+871.5  timeStamp:2025-03-28 08:08:41:552
ID:9940 SKID:K1122+870  timeStamp:2025-03-28 08:08:41:716
ID:9940 SKID:K1122+868.5  timeStamp:2025-03-28 08:08:41:876
ID:9940 SKID:K1122+866.5  timeStamp:2025-03-28 08:08:42:47
ID:9940 SKID:K1122+865  timeStamp:2025-03-28 08:08:42:221
ID:9940 SKID:K1122+863.5  timeStamp:2025-03-28 08:08:42:381
ID:9940 SKID:K1122+862  timeStamp:2025-03-28 08:08:42:542
ID:9940 SKID:K1122+860.5  timeStamp:2025-03-28 08:08:42:702
ID:9940 SKID:K1122+859  timeStamp:2025-03-28 08:08:43:161
ID:9940 SKID:K1122+857  timeStamp:2025-03-28 08:08:43:396
ID:9940 SKID:K1122+855.5  timeStamp:2025-03-28 08:08:43:565
ID:9940 SKID:K1122+853.5  timeStamp:2025-03-28 08:08:43:732
ID:9940 SKID:K1122+852  timeStamp:2025-03-28 08:08:43:902
ID:9940 SKID:K1122+850.5  timeStamp:2025-03-28 08:08:44:80
ID:9940 SKID:K1122+849  timeStamp:2025-03-28 08:08:44:251
ID:9940 SKID:K1122+847.5  timeStamp:2025-03-28 08:08:44:423
ID:9940 SKID:K1122+846  timeStamp:2025-03-28 08:08:44:596
ID:9940 SKID:K1122+844.5  timeStamp:2025-03-28 08:08:44:768
ID:9940 SKID:K1122+842.5  timeStamp:2025-03-28 08:08:44:943
ID:9940 SKID:K1122+841  timeStamp:2025-03-28 08:08:45:121
ID:9940 SKID:K1122+839.5  timeStamp:2025-03-28 08:08:45:299
ID:9940 SKID:K1122+838  timeStamp:2025-03-28 08:08:45:472
ID:9940 SKID:K1122+836.5  timeStamp:2025-03-28 08:08:45:649
ID:9940 SKID:K1122+835  timeStamp:2025-03-28 08:08:45:819
ID:9940 SKID:K1122+833  timeStamp:2025-03-28 08:08:45:989
ID:9940 SKID:K1122+831.5  timeStamp:2025-03-28 08:08:46:163
ID:9940 SKID:K1122+830  timeStamp:2025-03-28 08:08:46:338
ID:9940 SKID:K1122+828  timeStamp:2025-03-28 08:08:46:511
ID:9940 SKID:K1122+826.5  timeStamp:2025-03-28 08:08:46:688
ID:9940 SKID:K1122+825  timeStamp:2025-03-28 08:08:46:870
ID:9940 SKID:K1122+823.5  timeStamp:2025-03-28 08:08:47:40
ID:9940 SKID:K1122+822  timeStamp:2025-03-28 08:08:47:213
ID:9940 SKID:K1122+820.5  timeStamp:2025-03-28 08:08:47:395
ID:9940 SKID:K1122+818.5  timeStamp:2025-03-28 08:08:47:562
ID:9940 SKID:K1122+817.5  timeStamp:2025-03-28 08:08:47:734
ID:9940 SKID:K1122+815.5  timeStamp:2025-03-28 08:08:47:902
ID:9940 SKID:K1122+814  timeStamp:2025-03-28 08:08:48:87
ID:9940 SKID:K1122+812.5  timeStamp:2025-03-28 08:08:48:274
ID:9940 SKID:K1122+811  timeStamp:2025-03-28 08:08:48:464
ID:9940 SKID:K1122+809  timeStamp:2025-03-28 08:08:48:646
ID:9940 SKID:K1122+807.5  timeStamp:2025-03-28 08:08:48:838
ID:9940 SKID:K1122+806  timeStamp:2025-03-28 08:08:49:06
ID:9940 SKID:K1122+804.5  timeStamp:2025-03-28 08:08:49:176
ID:9940 SKID:K1122+803  timeStamp:2025-03-28 08:08:49:356
ID:9940 SKID:K1122+801.5  timeStamp:2025-03-28 08:08:49:521
ID:9940 SKID:K1122+799.5  timeStamp:2025-03-28 08:08:49:697
ID:9940 SKID:K1122+798  timeStamp:2025-03-28 08:08:49:867
ID:9940 SKID:K1122+796.5  timeStamp:2025-03-28 08:08:50:47
ID:9940 SKID:K1122+795  timeStamp:2025-03-28 08:08:50:217
ID:9940 SKID:K1122+793.5  timeStamp:2025-03-28 08:08:50:393
ID:9940 SKID:K1122+791.5  timeStamp:2025-03-28 08:08:50:575
ID:9940 SKID:K1122+790  timeStamp:2025-03-28 08:08:50:746
ID:9940 SKID:K1122+788.5  timeStamp:2025-03-28 08:08:51:201
ID:9940 SKID:K1122+787  timeStamp:2025-03-28 08:08:51:447
ID:9940 SKID:K1122+785  timeStamp:2025-03-28 08:08:51:618
ID:9940 SKID:K1122+783.5  timeStamp:2025-03-28 08:08:51:786
ID:9940 SKID:K1122+782  timeStamp:2025-03-28 08:08:51:952
ID:9940 SKID:K1122+780.5  timeStamp:2025-03-28 08:08:52:123
ID:9940 SKID:K1122+779  timeStamp:2025-03-28 08:08:52:290
ID:9940 SKID:K1122+777.5  timeStamp:2025-03-28 08:08:52:462
ID:9940 SKID:K1122+776  timeStamp:2025-03-28 08:08:52:639
ID:9940 SKID:K1122+774  timeStamp:2025-03-28 08:08:52:820
ID:9940 SKID:K1122+772.5  timeStamp:2025-03-28 08:08:53:01
ID:9940 SKID:K1122+771  timeStamp:2025-03-28 08:08:53:190
ID:9940 SKID:K1122+769.5  timeStamp:2025-03-28 08:08:53:372
ID:9940 SKID:K1122+768  timeStamp:2025-03-28 08:08:53:550
ID:9940 SKID:K1122+766  timeStamp:2025-03-28 08:08:53:736
ID:9940 SKID:K1122+764.5  timeStamp:2025-03-28 08:08:53:928
ID:9940 SKID:K1122+763  timeStamp:2025-03-28 08:08:54:113
ID:9940 SKID:K1122+761.5  timeStamp:2025-03-28 08:08:54:293
ID:9940 SKID:K1122+760  timeStamp:2025-03-28 08:08:54:482
ID:9940 SKID:K1122+758  timeStamp:2025-03-28 08:08:54:667
ID:9940 SKID:K1122+756.5  timeStamp:2025-03-28 08:08:54:854
ID:9940 SKID:K1122+755  timeStamp:2025-03-28 08:08:55:38
ID:9940 SKID:K1122+753.5  timeStamp:2025-03-28 08:08:55:219
ID:9940 SKID:K1122+751.5  timeStamp:2025-03-28 08:08:55:410
ID:9940 SKID:K1122+750  timeStamp:2025-03-28 08:08:55:591
ID:9940 SKID:K1122+748.5  timeStamp:2025-03-28 08:08:55:775
ID:9940 SKID:K1122+747  timeStamp:2025-03-28 08:08:55:959
ID:9940 SKID:K1122+745.5  timeStamp:2025-03-28 08:08:56:142
ID:9940 SKID:K1122+744  timeStamp:2025-03-28 08:08:56:321
ID:9940 SKID:K1122+742.5  timeStamp:2025-03-28 08:08:56:514
ID:9940 SKID:K1122+740.5  timeStamp:2025-03-28 08:08:56:696
ID:9940 SKID:K1122+739  timeStamp:2025-03-28 08:08:56:875
ID:9940 SKID:K1122+737.5  timeStamp:2025-03-28 08:08:57:77
ID:9940 SKID:K1122+736  timeStamp:2025-03-28 08:08:57:262
ID:9940 SKID:K1122+734.5  timeStamp:2025-03-28 08:08:57:447
ID:9940 SKID:K1122+732.5  timeStamp:2025-03-28 08:08:57:637
ID:9940 SKID:K1122+731  timeStamp:2025-03-28 08:08:57:820
ID:9940 SKID:K1122+729.5  timeStamp:2025-03-28 08:08:57:999
ID:9940 SKID:K1122+728  timeStamp:2025-03-28 08:08:58:178
ID:9940 SKID:K1122+726.5  timeStamp:2025-03-28 08:08:58:357
ID:9940 SKID:K1122+724.5  timeStamp:2025-03-28 08:08:58:540
ID:9940 SKID:K1122+723  timeStamp:2025-03-28 08:08:58:723
ID:9940 SKID:K1122+721.5  timeStamp:2025-03-28 08:08:58:898
ID:9940 SKID:K1122+720  timeStamp:2025-03-28 08:08:59:359
ID:9940 SKID:K1122+718.5  timeStamp:2025-03-28 08:08:59:624
ID:9940 SKID:K1122+717  timeStamp:2025-03-28 08:08:59:804
ID:9940 SKID:K1122+715  timeStamp:2025-03-28 08:08:59:989
ID:9940 SKID:K1122+713.5  timeStamp:2025-03-28 08:09:00:168
ID:9940 SKID:K1122+712  timeStamp:2025-03-28 08:09:00:345
ID:9940 SKID:K1122+710.5  timeStamp:2025-03-28 08:09:00:528
ID:9940 SKID:K1122+709  timeStamp:2025-03-28 08:09:00:700
ID:9940 SKID:K1122+707  timeStamp:2025-03-28 08:09:00:876
ID:9940 SKID:K1122+705.5  timeStamp:2025-03-28 08:09:01:50
ID:9940 SKID:K1122+704  timeStamp:2025-03-28 08:09:01:226
ID:9940 SKID:K1122+702.5  timeStamp:2025-03-28 08:09:01:410
ID:9940 SKID:K1122+700.5  timeStamp:2025-03-28 08:09:01:587
ID:9940 SKID:K1122+699  timeStamp:2025-03-28 08:09:01:764
ID:9940 SKID:K1122+697.5  timeStamp:2025-03-28 08:09:01:967
ID:9940 SKID:K1122+696  timeStamp:2025-03-28 08:09:02:144
ID:9940 SKID:K1122+694.5  timeStamp:2025-03-28 08:09:02:330
ID:9940 SKID:K1122+693  timeStamp:2025-03-28 08:09:02:506
ID:9940 SKID:K1122+691  timeStamp:2025-03-28 08:09:02:693
ID:9940 SKID:K1122+689.5  timeStamp:2025-03-28 08:09:02:872
ID:9940 SKID:K1122+688  timeStamp:2025-03-28 08:09:03:57
ID:9940 SKID:K1122+686  timeStamp:2025-03-28 08:09:03:240
ID:9940 SKID:K1122+684.5  timeStamp:2025-03-28 08:09:03:417
ID:9940 SKID:K1122+683  timeStamp:2025-03-28 08:09:03:599
ID:9940 SKID:K1122+681.5  timeStamp:2025-03-28 08:09:03:776
ID:9940 SKID:K1122+680  timeStamp:2025-03-28 08:09:03:963
ID:9940 SKID:K1122+678.5  timeStamp:2025-03-28 08:09:04:145
ID:9940 SKID:K1122+676.5  timeStamp:2025-03-28 08:09:04:327
ID:9940 SKID:K1122+675  timeStamp:2025-03-28 08:09:04:511
ID:9940 SKID:K1122+673.5  timeStamp:2025-03-28 08:09:04:695
ID:9940 SKID:K1122+672  timeStamp:2025-03-28 08:09:04:891
ID:9940 SKID:K1122+670.5  timeStamp:2025-03-28 08:09:05:73
ID:9940 SKID:K1122+668.5  timeStamp:2025-03-28 08:09:05:249
