ID:9934 SKID:K1122+932  timeStamp:2025-03-28 08:08:24:557
ID:9934 SKID:K1122+362  timeStamp:2025-03-28 08:09:31:759
ID:9934 SKID:K1122+361  timeStamp:2025-03-28 08:09:31:939
ID:9934 SKID:K1122+360  timeStamp:2025-03-28 08:09:32:121
ID:9934 SKID:K1122+358.5  timeStamp:2025-03-28 08:09:32:300
ID:9934 SKID:K1122+357.5  timeStamp:2025-03-28 08:09:32:477
ID:9934 SKID:K1122+356.5  timeStamp:2025-03-28 08:09:32:667
ID:9934 SKID:K1122+355  timeStamp:2025-03-28 08:09:32:843
ID:9934 SKID:K1122+354  timeStamp:2025-03-28 08:09:33:19
ID:9934 SKID:K1122+352.5  timeStamp:2025-03-28 08:09:33:200
ID:9934 SKID:K1122+351.5  timeStamp:2025-03-28 08:09:33:382
ID:9934 SKID:K1122+350  timeStamp:2025-03-28 08:09:33:558
ID:9934 SKID:K1122+348  timeStamp:2025-03-28 08:09:33:733
ID:9934 SKID:K1122+346.5  timeStamp:2025-03-28 08:09:33:914
ID:9934 SKID:K1122+344  timeStamp:2025-03-28 08:09:34:83
ID:9934 SKID:K1122+342.5  timeStamp:2025-03-28 08:09:34:258
ID:9934 SKID:K1122+340.5  timeStamp:2025-03-28 08:09:34:437
ID:9934 SKID:K1122+338.5  timeStamp:2025-03-28 08:09:34:619
ID:9934 SKID:K1122+337  timeStamp:2025-03-28 08:09:34:794
ID:9934 SKID:K1122+335  timeStamp:2025-03-28 08:09:34:970
ID:9934 SKID:K1122+333  timeStamp:2025-03-28 08:09:35:147
ID:9934 SKID:K1122+331  timeStamp:2025-03-28 08:09:35:322
ID:9934 SKID:K1122+329  timeStamp:2025-03-28 08:09:35:494
ID:9934 SKID:K1122+327.5  timeStamp:2025-03-28 08:09:35:663
ID:9934 SKID:K1122+325.5  timeStamp:2025-03-28 08:09:35:834
ID:9934 SKID:K1122+323.5  timeStamp:2025-03-28 08:09:36:16
ID:9934 SKID:K1122+321.5  timeStamp:2025-03-28 08:09:36:193
ID:9934 SKID:K1122+319.5  timeStamp:2025-03-28 08:09:36:370
ID:9934 SKID:K1122+317.5  timeStamp:2025-03-28 08:09:36:545
