ID:9977 SKID:K1123+370.5  timeStamp:2025-03-28 08:09:28:145
ID:9977 SKID:K1123+369  timeStamp:2025-03-28 08:09:28:353
ID:9977 SKID:K1123+368  timeStamp:2025-03-28 08:09:28:556
ID:9977 SKID:K1123+366  timeStamp:2025-03-28 08:09:28:739
ID:9977 SKID:K1123+364.5  timeStamp:2025-03-28 08:09:28:918
ID:9977 SKID:K1123+363.5  timeStamp:2025-03-28 08:09:29:96
ID:9977 SKID:K1123+362  timeStamp:2025-03-28 08:09:29:270
ID:9977 SKID:K1123+360.5  timeStamp:2025-03-28 08:09:29:444
ID:9977 SKID:K1123+359  timeStamp:2025-03-28 08:09:29:617
ID:9977 SKID:K1123+357.5  timeStamp:2025-03-28 08:09:29:792
ID:9977 SKID:K1123+356  timeStamp:2025-03-28 08:09:29:974
ID:9977 SKID:K1123+354.5  timeStamp:2025-03-28 08:09:30:176
ID:9977 SKID:K1123+353  timeStamp:2025-03-28 08:09:30:354
ID:9977 SKID:K1123+351.5  timeStamp:2025-03-28 08:09:30:788
ID:9977 SKID:K1123+350  timeStamp:2025-03-28 08:09:31:39
ID:9977 SKID:K1123+349  timeStamp:2025-03-28 08:09:31:218
ID:9977 SKID:K1123+348  timeStamp:2025-03-28 08:09:31:402
ID:9977 SKID:K1123+346  timeStamp:2025-03-28 08:09:31:577
ID:9977 SKID:K1123+344.5  timeStamp:2025-03-28 08:09:31:759
ID:9977 SKID:K1123+343  timeStamp:2025-03-28 08:09:31:939
ID:9977 SKID:K1123+341.5  timeStamp:2025-03-28 08:09:32:121
ID:9977 SKID:K1123+341  timeStamp:2025-03-28 08:09:32:300
ID:9977 SKID:K1123+339  timeStamp:2025-03-28 08:09:32:477
ID:9977 SKID:K1123+337.5  timeStamp:2025-03-28 08:09:32:667
ID:9977 SKID:K1123+336  timeStamp:2025-03-28 08:09:32:843
ID:9977 SKID:K1123+334.5  timeStamp:2025-03-28 08:09:33:19
ID:9977 SKID:K1123+333  timeStamp:2025-03-28 08:09:33:200
ID:9977 SKID:K1123+331.5  timeStamp:2025-03-28 08:09:33:382
ID:9977 SKID:K1123+330  timeStamp:2025-03-28 08:09:33:558
ID:9977 SKID:K1123+328.5  timeStamp:2025-03-28 08:09:33:733
ID:9977 SKID:K1123+327.5  timeStamp:2025-03-28 08:09:33:914
ID:9977 SKID:K1123+325.5  timeStamp:2025-03-28 08:09:34:83
ID:9977 SKID:K1123+324.5  timeStamp:2025-03-28 08:09:34:258
ID:9977 SKID:K1123+323  timeStamp:2025-03-28 08:09:34:437
ID:9977 SKID:K1123+321.5  timeStamp:2025-03-28 08:09:34:619
ID:9977 SKID:K1123+321  timeStamp:2025-03-28 08:09:34:794
ID:9977 SKID:K1123+318.5  timeStamp:2025-03-28 08:09:34:970
ID:9977 SKID:K1123+317.5  timeStamp:2025-03-28 08:09:35:147
ID:9977 SKID:K1123+316  timeStamp:2025-03-28 08:09:35:322
ID:9977 SKID:K1123+314.5  timeStamp:2025-03-28 08:09:35:494
ID:9977 SKID:K1123+314  timeStamp:2025-03-28 08:09:35:663
ID:9977 SKID:K1123+311.5  timeStamp:2025-03-28 08:09:35:834
ID:9977 SKID:K1123+310  timeStamp:2025-03-28 08:09:36:16
ID:9977 SKID:K1123+308.5  timeStamp:2025-03-28 08:09:36:193
ID:9977 SKID:K1123+307.5  timeStamp:2025-03-28 08:09:36:370
ID:9977 SKID:K1123+305.5  timeStamp:2025-03-28 08:09:36:545
