ID:9951 SKID:K1122+569.5  timeStamp:2025-03-28 08:08:24:557
ID:9951 SKID:K1122+571  timeStamp:2025-03-28 08:08:24:745
ID:9951 SKID:K1122+572.5  timeStamp:2025-03-28 08:08:24:932
ID:9951 SKID:K1122+574  timeStamp:2025-03-28 08:08:25:110
ID:9951 SKID:K1122+575.5  timeStamp:2025-03-28 08:08:25:285
ID:9951 SKID:K1122+577  timeStamp:2025-03-28 08:08:25:464
ID:9951 SKID:K1122+578.5  timeStamp:2025-03-28 08:08:25:643
ID:9951 SKID:K1122+580  timeStamp:2025-03-28 08:08:25:832
ID:9951 SKID:K1122+581  timeStamp:2025-03-28 08:08:26:12
ID:9951 SKID:K1122+583  timeStamp:2025-03-28 08:08:26:194
ID:9951 SKID:K1122+584.5  timeStamp:2025-03-28 08:08:26:372
ID:9951 SKID:K1122+586  timeStamp:2025-03-28 08:08:26:871
ID:9951 SKID:K1122+587.5  timeStamp:2025-03-28 08:08:27:122
ID:9951 SKID:K1122+588.5  timeStamp:2025-03-28 08:08:27:300
ID:9951 SKID:K1122+590.5  timeStamp:2025-03-28 08:08:27:474
ID:9951 SKID:K1122+592.5  timeStamp:2025-03-28 08:08:27:651
ID:9951 SKID:K1122+594  timeStamp:2025-03-28 08:08:27:829
ID:9951 SKID:K1122+595.5  timeStamp:2025-03-28 08:08:28:20
ID:9951 SKID:K1122+596  timeStamp:2025-03-28 08:08:28:194
ID:9951 SKID:K1122+598.5  timeStamp:2025-03-28 08:08:28:373
ID:9951 SKID:K1122+600  timeStamp:2025-03-28 08:08:28:552
ID:9951 SKID:K1122+601.5  timeStamp:2025-03-28 08:08:28:731
ID:9951 SKID:K1122+603  timeStamp:2025-03-28 08:08:28:914
ID:9951 SKID:K1122+604.5  timeStamp:2025-03-28 08:08:29:97
ID:9951 SKID:K1122+606  timeStamp:2025-03-28 08:08:29:276
ID:9951 SKID:K1122+607.5  timeStamp:2025-03-28 08:08:29:455
ID:9951 SKID:K1122+609  timeStamp:2025-03-28 08:08:29:635
ID:9951 SKID:K1122+610.5  timeStamp:2025-03-28 08:08:29:816
ID:9951 SKID:K1122+612  timeStamp:2025-03-28 08:08:29:998
ID:9951 SKID:K1122+613.5  timeStamp:2025-03-28 08:08:30:181
ID:9951 SKID:K1122+615  timeStamp:2025-03-28 08:08:30:363
ID:9951 SKID:K1122+616.5  timeStamp:2025-03-28 08:08:30:545
ID:9951 SKID:K1122+617.5  timeStamp:2025-03-28 08:08:30:730
ID:9951 SKID:K1122+620  timeStamp:2025-03-28 08:08:30:905
ID:9951 SKID:K1122+621.5  timeStamp:2025-03-28 08:08:31:77
ID:9951 SKID:K1122+623  timeStamp:2025-03-28 08:08:31:258
ID:9951 SKID:K1122+624.5  timeStamp:2025-03-28 08:08:31:431
ID:9951 SKID:K1122+625  timeStamp:2025-03-28 08:08:31:608
ID:9951 SKID:K1122+627.5  timeStamp:2025-03-28 08:08:31:787
ID:9951 SKID:K1122+629  timeStamp:2025-03-28 08:08:31:973
ID:9951 SKID:K1122+630.5  timeStamp:2025-03-28 08:08:32:164
